id	client_name	部位id(武器110以上(剑110)，头盔101，衣服102，腰带103，裤子104，鞋子105，时装106，戒指107，徽章108，魂器109,装备类型必须大于100,因为物品类型小于100)	角色id	强化等级	强化获得属性AttrId（当前等级对应属性的绝对值，非累加）	附加属性	[{下降等级,百分比}]	消耗id	武器强化特效，[]是equip_effect表ID
40103091	骑士腰带强化91	103	4	91	10410091		[{0,100}]	1291	
40103092	骑士腰带强化92	103	4	92	10410092		[{0,100}]	1292	
40103093	骑士腰带强化93	103	4	93	10410093		[{0,100}]	1293	
40103094	骑士腰带强化94	103	4	94	10410094		[{0,100}]	1294	
40103095	骑士腰带强化95	103	4	95	10410095		[{0,100}]	1295	
40103096	骑士腰带强化96	103	4	96	10410096		[{0,100}]	1296	
40103097	骑士腰带强化97	103	4	97	10410097		[{0,100}]	1297	
40103098	骑士腰带强化98	103	4	98	10410098		[{0,100}]	1298	
40103099	骑士腰带强化99	103	4	99	10410099		[{0,100}]	1299	
40103100	骑士腰带强化100	103	4	100	10410100		[{0,100}]	1300	
40104000	骑士裤子强化0	104	4	0	10510000		[{0,100}]	1	
40104001	骑士裤子强化1	104	4	1	10510001		[{0,100}]	1201	
40104002	骑士裤子强化2	104	4	2	10510002		[{0,100}]	1202	
40104003	骑士裤子强化3	104	4	3	10510003		[{0,100}]	1203	
40104004	骑士裤子强化4	104	4	4	10510004		[{0,100}]	1204	
40104005	骑士裤子强化5	104	4	5	10510005		[{0,100}]	1205	
40104006	骑士裤子强化6	104	4	6	10510006		[{0,100}]	1206	
40104007	骑士裤子强化7	104	4	7	10510007		[{0,100}]	1207	
40104008	骑士裤子强化8	104	4	8	10510008		[{0,100}]	1208	
40104009	骑士裤子强化9	104	4	9	10510009		[{0,100}]	1209	
40104010	骑士裤子强化10	104	4	10	10510010		[{0,100}]	1210	
40104011	骑士裤子强化11	104	4	11	10510011		[{0,100}]	1211	
40104012	骑士裤子强化12	104	4	12	10510012		[{0,100}]	1212	
40104013	骑士裤子强化13	104	4	13	10510013		[{0,100}]	1213	
40104014	骑士裤子强化14	104	4	14	10510014		[{0,100}]	1214	
40104015	骑士裤子强化15	104	4	15	10510015		[{0,100}]	1215	
40104016	骑士裤子强化16	104	4	16	10510016		[{0,100}]	1216	
40104017	骑士裤子强化17	104	4	17	10510017		[{0,100}]	1217	
40104018	骑士裤子强化18	104	4	18	10510018		[{0,100}]	1218	
40104019	骑士裤子强化19	104	4	19	10510019		[{0,100}]	1219	
40104020	骑士裤子强化20	104	4	20	10510020		[{0,100}]	1220	
40104021	骑士裤子强化21	104	4	21	10510021		[{0,100}]	1221	
40104022	骑士裤子强化22	104	4	22	10510022		[{0,100}]	1222	
40104023	骑士裤子强化23	104	4	23	10510023		[{0,100}]	1223	
40104024	骑士裤子强化24	104	4	24	10510024		[{0,100}]	1224	
40104025	骑士裤子强化25	104	4	25	10510025		[{0,100}]	1225	
40104026	骑士裤子强化26	104	4	26	10510026		[{0,100}]	1226	
40104027	骑士裤子强化27	104	4	27	10510027		[{0,100}]	1227	
40104028	骑士裤子强化28	104	4	28	10510028		[{0,100}]	1228	
40104029	骑士裤子强化29	104	4	29	10510029		[{0,100}]	1229	
40104030	骑士裤子强化30	104	4	30	10510030		[{0,100}]	1230	
40104031	骑士裤子强化31	104	4	31	10510031		[{0,100}]	1231	
40104032	骑士裤子强化32	104	4	32	10510032		[{0,100}]	1232	
40104033	骑士裤子强化33	104	4	33	10510033		[{0,100}]	1233	
40104034	骑士裤子强化34	104	4	34	10510034		[{0,100}]	1234	
40104035	骑士裤子强化35	104	4	35	10510035		[{0,100}]	1235	
40104036	骑士裤子强化36	104	4	36	10510036		[{0,100}]	1236	
40104037	骑士裤子强化37	104	4	37	10510037		[{0,100}]	1237	
40104038	骑士裤子强化38	104	4	38	10510038		[{0,100}]	1238	
40104039	骑士裤子强化39	104	4	39	10510039		[{0,100}]	1239	
40104040	骑士裤子强化40	104	4	40	10510040		[{0,100}]	1240	
40104041	骑士裤子强化41	104	4	41	10510041		[{0,100}]	1241	
40104042	骑士裤子强化42	104	4	42	10510042		[{0,100}]	1242	
40104043	骑士裤子强化43	104	4	43	10510043		[{0,100}]	1243	
40104044	骑士裤子强化44	104	4	44	10510044		[{0,100}]	1244	
40104045	骑士裤子强化45	104	4	45	10510045		[{0,100}]	1245	
40104046	骑士裤子强化46	104	4	46	10510046		[{0,100}]	1246	
40104047	骑士裤子强化47	104	4	47	10510047		[{0,100}]	1247	
40104048	骑士裤子强化48	104	4	48	10510048		[{0,100}]	1248	
40104049	骑士裤子强化49	104	4	49	10510049		[{0,100}]	1249	
40104050	骑士裤子强化50	104	4	50	10510050		[{0,100}]	1250	
40104051	骑士裤子强化51	104	4	51	10510051		[{0,100}]	1251	
40104052	骑士裤子强化52	104	4	52	10510052		[{0,100}]	1252	
40104053	骑士裤子强化53	104	4	53	10510053		[{0,100}]	1253	
40104054	骑士裤子强化54	104	4	54	10510054		[{0,100}]	1254	
40104055	骑士裤子强化55	104	4	55	10510055		[{0,100}]	1255	
40104056	骑士裤子强化56	104	4	56	10510056		[{0,100}]	1256	
40104057	骑士裤子强化57	104	4	57	10510057		[{0,100}]	1257	
40104058	骑士裤子强化58	104	4	58	10510058		[{0,100}]	1258	
40104059	骑士裤子强化59	104	4	59	10510059		[{0,100}]	1259	
40104060	骑士裤子强化60	104	4	60	10510060		[{0,100}]	1260	
40104061	骑士裤子强化61	104	4	61	10510061		[{0,100}]	1261	
40104062	骑士裤子强化62	104	4	62	10510062		[{0,100}]	1262	
40104063	骑士裤子强化63	104	4	63	10510063		[{0,100}]	1263	
40104064	骑士裤子强化64	104	4	64	10510064		[{0,100}]	1264	
40104065	骑士裤子强化65	104	4	65	10510065		[{0,100}]	1265	
40104066	骑士裤子强化66	104	4	66	10510066		[{0,100}]	1266	
40104067	骑士裤子强化67	104	4	67	10510067		[{0,100}]	1267	
40104068	骑士裤子强化68	104	4	68	10510068		[{0,100}]	1268	
40104069	骑士裤子强化69	104	4	69	10510069		[{0,100}]	1269	
40104070	骑士裤子强化70	104	4	70	10510070		[{0,100}]	1270	
40104071	骑士裤子强化71	104	4	71	10510071		[{0,100}]	1271	
40104072	骑士裤子强化72	104	4	72	10510072		[{0,100}]	1272	
40104073	骑士裤子强化73	104	4	73	10510073		[{0,100}]	1273	
40104074	骑士裤子强化74	104	4	74	10510074		[{0,100}]	1274	
40104075	骑士裤子强化75	104	4	75	10510075		[{0,100}]	1275	
40104076	骑士裤子强化76	104	4	76	10510076		[{0,100}]	1276	
40104077	骑士裤子强化77	104	4	77	10510077		[{0,100}]	1277	
40104078	骑士裤子强化78	104	4	78	10510078		[{0,100}]	1278	
40104079	骑士裤子强化79	104	4	79	10510079		[{0,100}]	1279	
40104080	骑士裤子强化80	104	4	80	10510080		[{0,100}]	1280	
40104081	骑士裤子强化81	104	4	81	10510081		[{0,100}]	1281	
40104082	骑士裤子强化82	104	4	82	10510082		[{0,100}]	1282	
40104083	骑士裤子强化83	104	4	83	10510083		[{0,100}]	1283	
40104084	骑士裤子强化84	104	4	84	10510084		[{0,100}]	1284	
40104085	骑士裤子强化85	104	4	85	10510085		[{0,100}]	1285	
40104086	骑士裤子强化86	104	4	86	10510086		[{0,100}]	1286	
40104087	骑士裤子强化87	104	4	87	10510087		[{0,100}]	1287	
40104088	骑士裤子强化88	104	4	88	10510088		[{0,100}]	1288	
40104089	骑士裤子强化89	104	4	89	10510089		[{0,100}]	1289	
40104090	骑士裤子强化90	104	4	90	10510090		[{0,100}]	1290	
40104091	骑士裤子强化91	104	4	91	10510091		[{0,100}]	1291	
40104092	骑士裤子强化92	104	4	92	10510092		[{0,100}]	1292	
40104093	骑士裤子强化93	104	4	93	10510093		[{0,100}]	1293	
40104094	骑士裤子强化94	104	4	94	10510094		[{0,100}]	1294	
40104095	骑士裤子强化95	104	4	95	10510095		[{0,100}]	1295	
40104096	骑士裤子强化96	104	4	96	10510096		[{0,100}]	1296	
40104097	骑士裤子强化97	104	4	97	10510097		[{0,100}]	1297	
40104098	骑士裤子强化98	104	4	98	10510098		[{0,100}]	1298	
40104099	骑士裤子强化99	104	4	99	10510099		[{0,100}]	1299	
40104100	骑士裤子强化100	104	4	100	10510100		[{0,100}]	1300	
40105000	骑士鞋子强化0	105	4	0	10610000		[{0,100}]	1	
40105001	骑士鞋子强化1	105	4	1	10610001		[{0,100}]	1001	
40105002	骑士鞋子强化2	105	4	2	10610002		[{0,100}]	1002	
40105003	骑士鞋子强化3	105	4	3	10610003		[{0,100}]	1003	
40105004	骑士鞋子强化4	105	4	4	10610004		[{0,100}]	1004	
40105005	骑士鞋子强化5	105	4	5	10610005		[{0,100}]	1005	
40105006	骑士鞋子强化6	105	4	6	10610006		[{0,100}]	1006	
40105007	骑士鞋子强化7	105	4	7	10610007		[{0,100}]	1007	
40105008	骑士鞋子强化8	105	4	8	10610008		[{0,100}]	1008	
40105009	骑士鞋子强化9	105	4	9	10610009		[{0,100}]	1009	
40105010	骑士鞋子强化10	105	4	10	10610010		[{0,100}]	1010	
40105011	骑士鞋子强化11	105	4	11	10610011		[{0,100}]	1011	
40105012	骑士鞋子强化12	105	4	12	10610012		[{0,100}]	1012	
40105013	骑士鞋子强化13	105	4	13	10610013		[{0,100}]	1013	
40105014	骑士鞋子强化14	105	4	14	10610014		[{0,100}]	1014	
40105015	骑士鞋子强化15	105	4	15	10610015		[{0,100}]	1015	
40105016	骑士鞋子强化16	105	4	16	10610016		[{0,100}]	1016	
40105017	骑士鞋子强化17	105	4	17	10610017		[{0,100}]	1017	
40105018	骑士鞋子强化18	105	4	18	10610018		[{0,100}]	1018	
40105019	骑士鞋子强化19	105	4	19	10610019		[{0,100}]	1019	
40105020	骑士鞋子强化20	105	4	20	10610020		[{0,100}]	1020	
40105021	骑士鞋子强化21	105	4	21	10610021		[{0,100}]	1021	
40105022	骑士鞋子强化22	105	4	22	10610022		[{0,100}]	1022	
40105023	骑士鞋子强化23	105	4	23	10610023		[{0,100}]	1023	
40105024	骑士鞋子强化24	105	4	24	10610024		[{0,100}]	1024	
40105025	骑士鞋子强化25	105	4	25	10610025		[{0,100}]	1025	
40105026	骑士鞋子强化26	105	4	26	10610026		[{0,100}]	1026	
40105027	骑士鞋子强化27	105	4	27	10610027		[{0,100}]	1027	
40105028	骑士鞋子强化28	105	4	28	10610028		[{0,100}]	1028	
40105029	骑士鞋子强化29	105	4	29	10610029		[{0,100}]	1029	
40105030	骑士鞋子强化30	105	4	30	10610030		[{0,100}]	1030	
40105031	骑士鞋子强化31	105	4	31	10610031		[{0,100}]	1031	
40105032	骑士鞋子强化32	105	4	32	10610032		[{0,100}]	1032	
40105033	骑士鞋子强化33	105	4	33	10610033		[{0,100}]	1033	
40105034	骑士鞋子强化34	105	4	34	10610034		[{0,100}]	1034	
40105035	骑士鞋子强化35	105	4	35	10610035		[{0,100}]	1035	
40105036	骑士鞋子强化36	105	4	36	10610036		[{0,100}]	1036	
40105037	骑士鞋子强化37	105	4	37	10610037		[{0,100}]	1037	
40105038	骑士鞋子强化38	105	4	38	10610038		[{0,100}]	1038	
40105039	骑士鞋子强化39	105	4	39	10610039		[{0,100}]	1039	
40105040	骑士鞋子强化40	105	4	40	10610040		[{0,100}]	1040	
40105041	骑士鞋子强化41	105	4	41	10610041		[{0,100}]	1041	
40105042	骑士鞋子强化42	105	4	42	10610042		[{0,100}]	1042	
40105043	骑士鞋子强化43	105	4	43	10610043		[{0,100}]	1043	
40105044	骑士鞋子强化44	105	4	44	10610044		[{0,100}]	1044	
40105045	骑士鞋子强化45	105	4	45	10610045		[{0,100}]	1045	
40105046	骑士鞋子强化46	105	4	46	10610046		[{0,100}]	1046	
40105047	骑士鞋子强化47	105	4	47	10610047		[{0,100}]	1047	
40105048	骑士鞋子强化48	105	4	48	10610048		[{0,100}]	1048	
40105049	骑士鞋子强化49	105	4	49	10610049		[{0,100}]	1049	
40105050	骑士鞋子强化50	105	4	50	10610050		[{0,100}]	1050	
40105051	骑士鞋子强化51	105	4	51	10610051		[{0,100}]	1051	
40105052	骑士鞋子强化52	105	4	52	10610052		[{0,100}]	1052	
40105053	骑士鞋子强化53	105	4	53	10610053		[{0,100}]	1053	
40105054	骑士鞋子强化54	105	4	54	10610054		[{0,100}]	1054	
40105055	骑士鞋子强化55	105	4	55	10610055		[{0,100}]	1055	
40105056	骑士鞋子强化56	105	4	56	10610056		[{0,100}]	1056	
40105057	骑士鞋子强化57	105	4	57	10610057		[{0,100}]	1057	
40105058	骑士鞋子强化58	105	4	58	10610058		[{0,100}]	1058	
40105059	骑士鞋子强化59	105	4	59	10610059		[{0,100}]	1059	
40105060	骑士鞋子强化60	105	4	60	10610060		[{0,100}]	1060	
40105061	骑士鞋子强化61	105	4	61	10610061		[{0,100}]	1061	
40105062	骑士鞋子强化62	105	4	62	10610062		[{0,100}]	1062	
40105063	骑士鞋子强化63	105	4	63	10610063		[{0,100}]	1063	
40105064	骑士鞋子强化64	105	4	64	10610064		[{0,100}]	1064	
40105065	骑士鞋子强化65	105	4	65	10610065		[{0,100}]	1065	
40105066	骑士鞋子强化66	105	4	66	10610066		[{0,100}]	1066	
40105067	骑士鞋子强化67	105	4	67	10610067		[{0,100}]	1067	
40105068	骑士鞋子强化68	105	4	68	10610068		[{0,100}]	1068	
40105069	骑士鞋子强化69	105	4	69	10610069		[{0,100}]	1069	
40105070	骑士鞋子强化70	105	4	70	10610070		[{0,100}]	1070	
40105071	骑士鞋子强化71	105	4	71	10610071		[{0,100}]	1071	
40105072	骑士鞋子强化72	105	4	72	10610072		[{0,100}]	1072	
40105073	骑士鞋子强化73	105	4	73	10610073		[{0,100}]	1073	
40105074	骑士鞋子强化74	105	4	74	10610074		[{0,100}]	1074	
40105075	骑士鞋子强化75	105	4	75	10610075		[{0,100}]	1075	
40105076	骑士鞋子强化76	105	4	76	10610076		[{0,100}]	1076	
40105077	骑士鞋子强化77	105	4	77	10610077		[{0,100}]	1077	
40105078	骑士鞋子强化78	105	4	78	10610078		[{0,100}]	1078	
40105079	骑士鞋子强化79	105	4	79	10610079		[{0,100}]	1079	
40105080	骑士鞋子强化80	105	4	80	10610080		[{0,100}]	1080	
40105081	骑士鞋子强化81	105	4	81	10610081		[{0,100}]	1081	
40105082	骑士鞋子强化82	105	4	82	10610082		[{0,100}]	1082	
40105083	骑士鞋子强化83	105	4	83	10610083		[{0,100}]	1083	
40105084	骑士鞋子强化84	105	4	84	10610084		[{0,100}]	1084	
40105085	骑士鞋子强化85	105	4	85	10610085		[{0,100}]	1085	
40105086	骑士鞋子强化86	105	4	86	10610086		[{0,100}]	1086	
40105087	骑士鞋子强化87	105	4	87	10610087		[{0,100}]	1087	
40105088	骑士鞋子强化88	105	4	88	10610088		[{0,100}]	1088	
40105089	骑士鞋子强化89	105	4	89	10610089		[{0,100}]	1089	
40105090	骑士鞋子强化90	105	4	90	10610090		[{0,100}]	1090	
40105091	骑士鞋子强化91	105	4	91	10610091		[{0,100}]	1091	
40105092	骑士鞋子强化92	105	4	92	10610092		[{0,100}]	1092	
40105093	骑士鞋子强化93	105	4	93	10610093		[{0,100}]	1093	
40105094	骑士鞋子强化94	105	4	94	10610094		[{0,100}]	1094	
40105095	骑士鞋子强化95	105	4	95	10610095		[{0,100}]	1095	
40105096	骑士鞋子强化96	105	4	96	10610096		[{0,100}]	1096	
40105097	骑士鞋子强化97	105	4	97	10610097		[{0,100}]	1097	
40105098	骑士鞋子强化98	105	4	98	10610098		[{0,100}]	1098	
40105099	骑士鞋子强化99	105	4	99	10610099		[{0,100}]	1099	
40105100	骑士鞋子强化100	105	4	100	10610100		[{0,100}]	1100	
40107000	骑士戒指强化0	107	4	0	10710000		[{0,100}]	1	
40107001	骑士戒指强化1	107	4	1	10710001		[{0,100}]	1201	
40107002	骑士戒指强化2	107	4	2	10710002		[{0,100}]	1202	
40107003	骑士戒指强化3	107	4	3	10710003		[{0,100}]	1203	
40107004	骑士戒指强化4	107	4	4	10710004		[{0,100}]	1204	
40107005	骑士戒指强化5	107	4	5	10710005		[{0,100}]	1205	
40107006	骑士戒指强化6	107	4	6	10710006		[{0,100}]	1206	
40107007	骑士戒指强化7	107	4	7	10710007		[{0,100}]	1207	
40107008	骑士戒指强化8	107	4	8	10710008		[{0,100}]	1208	
40107009	骑士戒指强化9	107	4	9	10710009		[{0,100}]	1209	
40107010	骑士戒指强化10	107	4	10	10710010		[{0,100}]	1210	
40107011	骑士戒指强化11	107	4	11	10710011		[{0,100}]	1211	
40107012	骑士戒指强化12	107	4	12	10710012		[{0,100}]	1212	
40107013	骑士戒指强化13	107	4	13	10710013		[{0,100}]	1213	
40107014	骑士戒指强化14	107	4	14	10710014		[{0,100}]	1214	
40107015	骑士戒指强化15	107	4	15	10710015		[{0,100}]	1215	
40107016	骑士戒指强化16	107	4	16	10710016		[{0,100}]	1216	
40107017	骑士戒指强化17	107	4	17	10710017		[{0,100}]	1217	
40107018	骑士戒指强化18	107	4	18	10710018		[{0,100}]	1218	
40107019	骑士戒指强化19	107	4	19	10710019		[{0,100}]	1219	
40107020	骑士戒指强化20	107	4	20	10710020		[{0,100}]	1220	
40107021	骑士戒指强化21	107	4	21	10710021		[{0,100}]	1221	
40107022	骑士戒指强化22	107	4	22	10710022		[{0,100}]	1222	
40107023	骑士戒指强化23	107	4	23	10710023		[{0,100}]	1223	
40107024	骑士戒指强化24	107	4	24	10710024		[{0,100}]	1224	
40107025	骑士戒指强化25	107	4	25	10710025		[{0,100}]	1225	
40107026	骑士戒指强化26	107	4	26	10710026		[{0,100}]	1226	
40107027	骑士戒指强化27	107	4	27	10710027		[{0,100}]	1227	
40107028	骑士戒指强化28	107	4	28	10710028		[{0,100}]	1228	
40107029	骑士戒指强化29	107	4	29	10710029		[{0,100}]	1229	
40107030	骑士戒指强化30	107	4	30	10710030		[{0,100}]	1230	
40107031	骑士戒指强化31	107	4	31	10710031		[{0,100}]	1231	
40107032	骑士戒指强化32	107	4	32	10710032		[{0,100}]	1232	
40107033	骑士戒指强化33	107	4	33	10710033		[{0,100}]	1233	
40107034	骑士戒指强化34	107	4	34	10710034		[{0,100}]	1234	
40107035	骑士戒指强化35	107	4	35	10710035		[{0,100}]	1235	
40107036	骑士戒指强化36	107	4	36	10710036		[{0,100}]	1236	
40107037	骑士戒指强化37	107	4	37	10710037		[{0,100}]	1237	
40107038	骑士戒指强化38	107	4	38	10710038		[{0,100}]	1238	
40107039	骑士戒指强化39	107	4	39	10710039		[{0,100}]	1239	
40107040	骑士戒指强化40	107	4	40	10710040		[{0,100}]	1240	
40107041	骑士戒指强化41	107	4	41	10710041		[{0,100}]	1241	
40107042	骑士戒指强化42	107	4	42	10710042		[{0,100}]	1242	
40107043	骑士戒指强化43	107	4	43	10710043		[{0,100}]	1243	
40107044	骑士戒指强化44	107	4	44	10710044		[{0,100}]	1244	
40107045	骑士戒指强化45	107	4	45	10710045		[{0,100}]	1245	
40107046	骑士戒指强化46	107	4	46	10710046		[{0,100}]	1246	
40107047	骑士戒指强化47	107	4	47	10710047		[{0,100}]	1247	
40107048	骑士戒指强化48	107	4	48	10710048		[{0,100}]	1248	
40107049	骑士戒指强化49	107	4	49	10710049		[{0,100}]	1249	
40107050	骑士戒指强化50	107	4	50	10710050		[{0,100}]	1250	
40107051	骑士戒指强化51	107	4	51	10710051		[{0,100}]	1251	
40107052	骑士戒指强化52	107	4	52	10710052		[{0,100}]	1252	
40107053	骑士戒指强化53	107	4	53	10710053		[{0,100}]	1253	
40107054	骑士戒指强化54	107	4	54	10710054		[{0,100}]	1254	
40107055	骑士戒指强化55	107	4	55	10710055		[{0,100}]	1255	
40107056	骑士戒指强化56	107	4	56	10710056		[{0,100}]	1256	
40107057	骑士戒指强化57	107	4	57	10710057		[{0,100}]	1257	
40107058	骑士戒指强化58	107	4	58	10710058		[{0,100}]	1258	
40107059	骑士戒指强化59	107	4	59	10710059		[{0,100}]	1259	
40107060	骑士戒指强化60	107	4	60	10710060		[{0,100}]	1260	
40107061	骑士戒指强化61	107	4	61	10710061		[{0,100}]	1261	
40107062	骑士戒指强化62	107	4	62	10710062		[{0,100}]	1262	
40107063	骑士戒指强化63	107	4	63	10710063		[{0,100}]	1263	
40107064	骑士戒指强化64	107	4	64	10710064		[{0,100}]	1264	
40107065	骑士戒指强化65	107	4	65	10710065		[{0,100}]	1265	
40107066	骑士戒指强化66	107	4	66	10710066		[{0,100}]	1266	
40107067	骑士戒指强化67	107	4	67	10710067		[{0,100}]	1267	
40107068	骑士戒指强化68	107	4	68	10710068		[{0,100}]	1268	
40107069	骑士戒指强化69	107	4	69	10710069		[{0,100}]	1269	
40107070	骑士戒指强化70	107	4	70	10710070		[{0,100}]	1270	
40107071	骑士戒指强化71	107	4	71	10710071		[{0,100}]	1271	
40107072	骑士戒指强化72	107	4	72	10710072		[{0,100}]	1272	
40107073	骑士戒指强化73	107	4	73	10710073		[{0,100}]	1273	
40107074	骑士戒指强化74	107	4	74	10710074		[{0,100}]	1274	
40107075	骑士戒指强化75	107	4	75	10710075		[{0,100}]	1275	
40107076	骑士戒指强化76	107	4	76	10710076		[{0,100}]	1276	
40107077	骑士戒指强化77	107	4	77	10710077		[{0,100}]	1277	
40107078	骑士戒指强化78	107	4	78	10710078		[{0,100}]	1278	
40107079	骑士戒指强化79	107	4	79	10710079		[{0,100}]	1279	
40107080	骑士戒指强化80	107	4	80	10710080		[{0,100}]	1280	
40107081	骑士戒指强化81	107	4	81	10710081		[{0,100}]	1281	
40107082	骑士戒指强化82	107	4	82	10710082		[{0,100}]	1282	
40107083	骑士戒指强化83	107	4	83	10710083		[{0,100}]	1283	
40107084	骑士戒指强化84	107	4	84	10710084		[{0,100}]	1284	
40107085	骑士戒指强化85	107	4	85	10710085		[{0,100}]	1285	
40107086	骑士戒指强化86	107	4	86	10710086		[{0,100}]	1286	
40107087	骑士戒指强化87	107	4	87	10710087		[{0,100}]	1287	
40107088	骑士戒指强化88	107	4	88	10710088		[{0,100}]	1288	
